seed,qid,position,policy,primary_hits,post_scout_hits,final_hits,dc,scout_dc
1234,122868,6150,L_GLOBAL,10,10,10,12800,269
1234,122868,6150,L_NONE,10,10,10,12800,1600
1234,122868,6150,A_LOCAL,10,10,10,12800,1131
1234,122868,6150,A_GLOBAL,10,10,10,12800,269
1234,122868,6150,A_NONE,10,10,10,12800,1600
1234,122870,6151,C,10,10,10,12800,0
1234,122870,6151,L_LOCAL,10,10,10,12800,1159
1234,122870,6151,L_GLOBAL,10,10,10,12800,237
1234,122870,6151,L_NONE,10,10,10,12800,1600
1234,122870,6151,A_LOCAL,10,10,10,12800,1159
1234,122870,6151,A_GLOBAL,10,10,10,12800,237
1234,122870,6151,A_NONE,10,10,10,12800,1600
1234,122871,6152,C,10,10,10,8430,0
1234,122871,6152,L_LOCAL,10,10,10,8430,1293
1234,122871,6152,L_GLOBAL,10,10,10,8430,180
1234,122871,6152,L_NONE,10,10,10,8430,1600
1234,122871,6152,A_LOCAL,10,10,10,8430,1293
1234,122871,6152,A_GLOBAL,10,10,10,8430,180
1234,122871,6152,A_NONE,10,10,10,8430,1600
1234,122876,6153,C,10,10,10,12800,0
1234,122876,6153,L_LOCAL,10,10,10,12800,1315
1234,122876,6153,L_GLOBAL,10,10,10,12800,406
1234,122876,6153,L_NONE,10,10,10,12800,1600
1234,122876,6153,A_LOCAL,10,10,10,12800,1315
1234,122876,6153,A_GLOBAL,10,10,10,12800,406
1234,122876,6153,A_NONE,10,10,10,12800,1600
1234,122879,6154,C,4,4,5,12800,0
1234,122879,6154,L_LOCAL,4,4,5,12800,1123
1234,122879,6154,L_GLOBAL,4,4,5,12800,218
1234,122879,6154,L_NONE,4,4,9,12800,1600
1234,122879,6154,A_LOCAL,4,4,5,12800,1123
1234,122879,6154,A_GLOBAL,4,4,5,12800,218
1234,122879,6154,A_NONE,4,4,5,12800,1600
1234,122881,6155,C,10,10,10,9225,0
1234,122881,6155,L_LOCAL,10,10,10,9225,1464
1234,122881,6155,L_GLOBAL,10,10,10,9225,203
1234,122881,6155,L_NONE,10,10,10,9225,1600
1234,122881,6155,A_LOCAL,10,10,10,9225,1464
1234,122881,6155,A_GLOBAL,10,10,10,9225,203
1234,122881,6155,A_NONE,10,10,10,9225,1600
1234,122890,6156,C,10,10,10,12800,0
1234,122890,6156,L_LOCAL,10,10,10,12800,1474
1234,122890,6156,L_GLOBAL,10,10,10,12800,210
1234,122890,6156,L_NONE,10,10,10,12800,1600
1234,122890,6156,A_LOCAL,10,10,10,12800,1474
1234,122890,6156,A_GLOBAL,10,10,10,12800,210
1234,122890,6156,A_NONE,10,10,10,12800,1600
1234,122891,6157,C,10,10,10,12800,0
1234,122891,6157,L_LOCAL,10,10,10,12800,1337
1234,122891,6157,L_GLOBAL,10,10,10,12800,320
1234,122891,6157,L_NONE,10,10,10,12800,1600
1234,122891,6157,A_LOCAL,10,10,10,12800,1337
1234,122891,6157,A_GLOBAL,10,10,10,12800,320
1234,122891,6157,A_NONE,10,10,10,12800,1600
1234,122892,6158,C,10,10,10,12800,0
1234,122892,6158,L_LOCAL,10,10,10,12800,1489
1234,122892,6158,L_GLOBAL,10,10,10,12800,400
1234,122892,6158,L_NONE,10,10,10,12800,1600
1234,122892,6158,A_LOCAL,10,10,10,12800,1489
1234,122892,6158,A_GLOBAL,10,10,10,12800,400
1234,122892,6158,A_NONE,10,10,10,12800,1600
1234,122894,6159,C,9,9,9,7896,0
1234,122894,6159,L_LOCAL,9,9,9,7896,1600
1234,122894,6159,L_GLOBAL,9,9,9,7896,274
1234,122894,6159,L_NONE,9,9,9,7896,1600
1234,122894,6159,A_LOCAL,9,9,9,7896,1600
1234,122894,6159,A_GLOBAL,9,9,9,7896,274
1234,122894,6159,A_NONE,9,9,9,7896,1600
1234,122897,6160,C,10,10,10,7403,0
1234,122897,6160,L_LOCAL,10,10,10,7403,1457
1234,122897,6160,L_GLOBAL,10,10,10,7403,338
1234,122897,6160,L_NONE,10,10,10,7403,1600
1234,122897,6160,A_LOCAL,10,10,10,7403,1457
1234,122897,6160,A_GLOBAL,10,10,10,7403,338
1234,122897,6160,A_NONE,10,10,10,7403,1600
1234,122901,6161,C,10,10,10,12800,0
1234,122901,6161,L_LOCAL,10,10,10,12800,1326
1234,122901,6161,L_GLOBAL,10,10,10,12800,208
1234,122901,6161,L_NONE,10,10,10,12800,1600
1234,122901,6161,A_LOCAL,10,10,10,12800,1326
1234,122901,6161,A_GLOBAL,10,10,10,12800,208
1234,122901,6161,A_NONE,10,10,10,12800,1600
1234,122902,6162,C,10,10,10,8176,0
1234,122902,6162,L_LOCAL,10,10,10,8176,1271
1234,122902,6162,L_GLOBAL,10,10,10,8176,253
1234,122902,6162,L_NONE,10,10,10,8176,1600
1234,122902,6162,A_LOCAL,10,10,10,8176,1271
1234,122902,6162,A_GLOBAL,10,10,10,8176,253
1234,122902,6162,A_NONE,10,10,10,8176,1600
1234,122906,6163,C,10,10,10,9597,0
1234,122906,6163,L_LOCAL,10,10,10,9597,1370
1234,122906,6163,L_GLOBAL,10,10,10,9597,308
1234,122906,6163,L_NONE,10,10,10,9597,1600
1234,122906,6163,A_LOCAL,10,10,10,9597,1370
1234,122906,6163,A_GLOBAL,10,10,10,9597,308
1234,122906,6163,A_NONE,10,10,10,9597,1600
1234,122911,6164,C,10,10,10,12800,0
1234,122911,6164,L_LOCAL,10,10,10,12800,1110
1234,122911,6164,L_GLOBAL,10,10,10,12800,284
1234,122911,6164,L_NONE,10,10,10,12800,1473
1234,122911,6164,A_LOCAL,10,10,10,12800,1110
1234,122911,6164,A_GLOBAL,10,10,10,12800,284
1234,122911,6164,A_NONE,10,10,10,12800,1600
1234,122918,6165,C,10,10,10,12800,0
1234,122918,6165,L_LOCAL,10,10,10,12800,1025
1234,122918,6165,L_GLOBAL,10,10,10,12800,216
1234,122918,6165,L_NONE,10,10,10,12800,1600
1234,122918,6165,A_LOCAL,10,10,10,12800,1025
1234,122918,6165,A_GLOBAL,10,10,10,12800,216
1234,122918,6165,A_NONE,10,10,10,12800,1600
1234,122921,6166,C,10,10,10,12800,0
1234,122921,6166,L_LOCAL,10,10,10,12800,1248
1234,122921,6166,L_GLOBAL,10,10,10,12800,238
1234,122921,6166,L_NONE,10,10,10,12800,1600
1234,122921,6166,A_LOCAL,10,10,10,12800,1248
1234,122921,6166,A_GLOBAL,10,10,10,12800,238
1234,122921,6166,A_NONE,10,10,10,12800,1600
1234,122922,6167,C,10,10,10,12800,0
1234,122922,6167,L_LOCAL,10,10,10,12800,1146
1234,122922,6167,L_GLOBAL,10,10,10,12800,326
1234,122922,6167,L_NONE,10,10,10,12800,1600
1234,122922,6167,A_LOCAL,10,10,10,12800,1146
1234,122922,6167,A_GLOBAL,10,10,10,12800,326
1234,122922,6167,A_NONE,10,10,10,12800,1600
1234,122924,6168,C,10,10,10,9991,0
1234,122924,6168,L_LOCAL,10,10,10,9991,1521
1234,122924,6168,L_GLOBAL,10,10,10,9991,211
1234,122924,6168,L_NONE,10,10,10,9991,1600
1234,122924,6168,A_LOCAL,10,10,10,9991,1521
1234,122924,6168,A_GLOBAL,10,10,10,9991,211
1234,122924,6168,A_NONE,10,10,10,9991,1600
1234,122928,6169,C,10,10,10,9098,0
1234,122928,6169,L_LOCAL,10,10,10,9098,1301
1234,122928,6169,L_GLOBAL,10,10,10,9098,207
1234,122928,6169,L_NONE,10,10,10,9098,1600
1234,122928,6169,A_LOCAL,10,10,10,9098,1301
1234,122928,6169,A_GLOBAL,10,10,10,9098,207
1234,122928,6169,A_NONE,10,10,10,9098,1600
1234,122934,6170,C,10,10,10,12448,0
1234,122934,6170,L_LOCAL,10,10,10,12448,1423
1234,122934,6170,L_GLOBAL,10,10,10,12448,195
1234,122934,6170,L_NONE,10,10,10,12448,1600
1234,122934,6170,A_LOCAL,10,10,10,12448,1423
1234,122934,6170,A_GLOBAL,10,10,10,12448,195
1234,122934,6170,A_NONE,10,10,10,12448,1600
1234,122938,6171,C,10,10,10,9959,0
1234,122938,6171,L_LOCAL,10,10,10,9959,1334
1234,122938,6171,L_GLOBAL,10,10,10,9959,294
1234,122938,6171,L_NONE,10,10,10,9959,1600
1234,122938,6171,A_LOCAL,10,10,10,9959,1334
1234,122938,6171,A_GLOBAL,10,10,10,9959,294
1234,122938,6171,A_NONE,10,10,10,9959,1600
1234,122939,6172,C,10,10,10,9838,0
1234,122939,6172,L_LOCAL,10,10,10,9838,1362
1234,122939,6172,L_GLOBAL,10,10,10,9838,197
1234,122939,6172,L_NONE,10,10,10,9838,1600
1234,122939,6172,A_LOCAL,10,10,10,9838,1362
1234,122939,6172,A_GLOBAL,10,10,10,9838,197
1234,122939,6172,A_NONE,10,10,10,9838,1600
1234,122949,6173,C,10,10,10,7983,0
1234,122949,6173,L_LOCAL,10,10,10,7983,1459
1234,122949,6173,L_GLOBAL,10,10,10,7983,332
1234,122949,6173,L_NONE,10,10,10,7983,1600
1234,122949,6173,A_LOCAL,10,10,10,7983,1459
1234,122949,6173,A_GLOBAL,10,10,10,7983,332
1234,122949,6173,A_NONE,10,10,10,7983,1600
1234,122952,6174,C,10,10,10,12800,0
1234,122952,6174,L_LOCAL,10,10,10,12800,1456
1234,122952,6174,L_GLOBAL,10,10,10,12800,301
1234,122952,6174,L_NONE,10,10,10,12800,1600
1234,122952,6174,A_LOCAL,10,10,10,12800,1456
1234,122952,6174,A_GLOBAL,10,10,10,12800,301
1234,122952,6174,A_NONE,10,10,10,12800,1600
1234,122953,6175,C,10,10,10,8169,0
1234,122953,6175,L_LOCAL,10,10,10,8169,1590
1234,122953,6175,L_GLOBAL,10,10,10,8169,332
1234,122953,6175,L_NONE,10,10,10,8169,1600
1234,122953,6175,A_LOCAL,10,10,10,8169,1590
1234,122953,6175,A_GLOBAL,10,10,10,8169,332
1234,122953,6175,A_NONE,10,10,10,8169,1600
1234,122957,6176,C,10,10,10,12800,0
1234,122957,6176,L_LOCAL,10,10,10,12800,1495
1234,122957,6176,L_GLOBAL,10,10,10,12800,188
1234,122957,6176,L_NONE,10,10,10,12800,1600
1234,122957,6176,A_LOCAL,10,10,10,12800,1495
1234,122957,6176,A_GLOBAL,10,10,10,12800,188
1234,122957,6176,A_NONE,10,10,10,12800,1600
1234,122969,6177,C,10,10,10,11847,0
1234,122969,6177,L_LOCAL,10,10,10,11847,1381
1234,122969,6177,L_GLOBAL,10,10,10,11847,238
1234,122969,6177,L_NONE,10,10,10,11847,1600
1234,122969,6177,A_LOCAL,10,10,10,11847,1381
1234,122969,6177,A_GLOBAL,10,10,10,11847,238
1234,122969,6177,A_NONE,10,10,10,11847,1600
1234,122971,6178,C,10,10,10,8491,0
1234,122971,6178,L_LOCAL,10,10,10,8491,1433
1234,122971,6178,L_GLOBAL,10,10,10,8491,169
1234,122971,6178,L_NONE,10,10,10,8491,1600
1234,122971,6178,A_LOCAL,10,10,10,8491,1433
1234,122971,6178,A_GLOBAL,10,10,10,8491,169
1234,122971,6178,A_NONE,10,10,10,8491,1600
1234,122972,6179,C,10,10,10,12800,0
1234,122972,6179,L_LOCAL,10,10,10,12800,1156
1234,122972,6179,L_GLOBAL,10,10,10,12800,289
1234,122972,6179,L_NONE,10,10,10,12800,1600
1234,122972,6179,A_LOCAL,10,10,10,12800,1156
1234,122972,6179,A_GLOBAL,10,10,10,12800,289
1234,122972,6179,A_NONE,10,10,10,12800,1600
1234,122975,6180,C,10,10,10,11085,0
1234,122975,6180,L_LOCAL,10,10,10,11085,1559
1234,122975,6180,L_GLOBAL,10,10,10,11085,283
1234,122975,6180,L_NONE,10,10,10,11085,1600
1234,122975,6180,A_LOCAL,10,10,10,11085,1559
1234,122975,6180,A_GLOBAL,10,10,10,11085,283
1234,122975,6180,A_NONE,10,10,10,11085,1600
1234,122981,6181,C,10,10,10,12800,0
1234,122981,6181,L_LOCAL,10,10,10,12800,1210
1234,122981,6181,L_GLOBAL,10,10,10,12800,187
1234,122981,6181,L_NONE,10,10,10,12800,1568
1234,122981,6181,A_LOCAL,10,10,10,12800,1210
1234,122981,6181,A_GLOBAL,10,10,10,12800,187
1234,122981,6181,A_NONE,10,10,10,12800,1600
1234,122984,6182,C,10,10,10,12800,0
1234,122984,6182,L_LOCAL,10,10,10,12800,1251
1234,122984,6182,L_GLOBAL,10,10,10,12800,258
1234,122984,6182,L_NONE,10,10,10,12800,1600
1234,122984,6182,A_LOCAL,10,10,10,12800,1251
1234,122984,6182,A_GLOBAL,10,10,10,12800,258
1234,122984,6182,A_NONE,10,10,10,12800,1600
1234,122986,6183,C,10,10,10,11262,0
1234,122986,6183,L_LOCAL,10,10,10,11262,1121
1234,122986,6183,L_GLOBAL,10,10,10,11262,258
1234,122986,6183,L_NONE,10,10,10,11262,1600
1234,122986,6183,A_LOCAL,10,10,10,11262,1121
1234,122986,6183,A_GLOBAL,10,10,10,11262,258
1234,122986,6183,A_NONE,10,10,10,11262,1600
1234,122991,6184,C,10,10,10,12800,0
1234,122991,6184,L_LOCAL,10,10,10,12800,1385
1234,122991,6184,L_GLOBAL,10,10,10,12800,211
1234,122991,6184,L_NONE,10,10,10,12800,1600
1234,122991,6184,A_LOCAL,10,10,10,12800,1385
1234,122991,6184,A_GLOBAL,10,10,10,12800,211
1234,122991,6184,A_NONE,10,10,10,12800,1600
1234,122998,6185,C,0,0,10,12800,0
1234,122998,6185,L_LOCAL,0,5,10,12800,1210
1234,122998,6185,L_GLOBAL,0,5,10,12800,470
1234,122998,6185,L_NONE,0,8,10,12800,1600
1234,122998,6185,A_LOCAL,0,5,10,12800,1210
1234,122998,6185,A_GLOBAL,0,5,10,12800,470
1234,122998,6185,A_NONE,0,5,10,12800,1600
1234,123002,6186,C,10,10,10,12800,0
1234,123002,6186,L_LOCAL,10,10,10,12800,1075
1234,123002,6186,L_GLOBAL,10,10,10,12800,247
1234,123002,6186,L_NONE,10,10,10,12800,1600
1234,123002,6186,A_LOCAL,10,10,10,12800,1075
1234,123002,6186,A_GLOBAL,10,10,10,12800,247
1234,123002,6186,A_NONE,10,10,10,12800,1600
1234,123004,6187,C,10,10,10,10609,0
1234,123004,6187,L_LOCAL,10,10,10,10609,1600
1234,123004,6187,L_GLOBAL,10,10,10,10609,191
1234,123004,6187,L_NONE,10,10,10,10609,1600
1234,123004,6187,A_LOCAL,10,10,10,10609,1600
1234,123004,6187,A_GLOBAL,10,10,10,10609,191
1234,123004,6187,A_NONE,10,10,10,10609,1600
1234,123008,6188,C,10,10,10,8963,0
1234,123008,6188,L_LOCAL,10,10,10,8963,1530
1234,123008,6188,L_GLOBAL,10,10,10,8963,217
1234,123008,6188,L_NONE,10,10,10,8963,1600
1234,123008,6188,A_LOCAL,10,10,10,8963,1530
1234,123008,6188,A_GLOBAL,10,10,10,8963,217
1234,123008,6188,A_NONE,10,10,10,8963,1600
1234,123013,6189,C,10,10,10,12800,0
1234,123013,6189,L_LOCAL,10,10,10,12800,1246
1234,123013,6189,L_GLOBAL,10,10,10,12800,285
1234,123013,6189,L_NONE,10,10,10,12800,1600
1234,123013,6189,A_LOCAL,10,10,10,12800,1246
1234,123013,6189,A_GLOBAL,10,10,10,12800,285
1234,123013,6189,A_NONE,10,10,10,12800,1600
1234,123018,6190,C,10,10,10,8567,0
1234,123018,6190,L_LOCAL,10,10,10,8567,1163
1234,123018,6190,L_GLOBAL,10,10,10,8567,303
1234,123018,6190,L_NONE,10,10,10,8567,1600
1234,123018,6190,A_LOCAL,10,10,10,8567,1163
1234,123018,6190,A_GLOBAL,10,10,10,8567,303
1234,123018,6190,A_NONE,10,10,10,8567,1600
1234,123036,6191,C,10,10,10,10862,0
1234,123036,6191,L_LOCAL,10,10,10,10862,1128
1234,123036,6191,L_GLOBAL,10,10,10,10862,245
1234,123036,6191,L_NONE,10,10,10,10862,1590
1234,123036,6191,A_LOCAL,10,10,10,10862,1128
1234,123036,6191,A_GLOBAL,10,10,10,10862,245
1234,123036,6191,A_NONE,10,10,10,10862,1600
1234,123038,6192,C,10,10,10,12800,0
1234,123038,6192,L_LOCAL,10,10,10,12800,1485
1234,123038,6192,L_GLOBAL,10,10,10,12800,132
1234,123038,6192,L_NONE,10,10,10,12800,1600
1234,123038,6192,A_LOCAL,10,10,10,12800,1485
1234,123038,6192,A_GLOBAL,10,10,10,12800,132
1234,123038,6192,A_NONE,10,10,10,12800,1600
1234,123042,6193,C,10,10,10,11216,0
1234,123042,6193,L_LOCAL,10,10,10,11216,1385
1234,123042,6193,L_GLOBAL,10,10,10,11216,236
1234,123042,6193,L_NONE,10,10,10,11216,1600
1234,123042,6193,A_LOCAL,10,10,10,11216,1385
1234,123042,6193,A_GLOBAL,10,10,10,11216,236
1234,123042,6193,A_NONE,10,10,10,11216,1600
1234,123043,6194,C,7,7,10,12800,0
1234,123043,6194,L_LOCAL,7,9,10,12800,1248
1234,123043,6194,L_GLOBAL,7,7,10,12800,267
1234,123043,6194,L_NONE,7,9,10,12800,1600
1234,123043,6194,A_LOCAL,7,9,10,12800,1248
1234,123043,6194,A_GLOBAL,7,7,10,12800,267
1234,123043,6194,A_NONE,7,9,10,12800,1600
1234,123045,6195,C,9,9,10,12800,0
1234,123045,6195,L_LOCAL,9,9,10,12800,1426
1234,123045,6195,L_GLOBAL,9,9,10,12800,280
1234,123045,6195,L_NONE,9,9,10,12800,1600
1234,123045,6195,A_LOCAL,9,9,10,12800,1426
1234,123045,6195,A_GLOBAL,9,9,10,12800,280
1234,123045,6195,A_NONE,9,9,10,12800,1600
1234,123049,6196,C,10,10,10,12800,0
1234,123049,6196,L_LOCAL,10,10,10,12800,1480
1234,123049,6196,L_GLOBAL,10,10,10,12800,220
1234,123049,6196,L_NONE,10,10,10,12800,1600
1234,123049,6196,A_LOCAL,10,10,10,12800,1480
1234,123049,6196,A_GLOBAL,10,10,10,12800,220
1234,123049,6196,A_NONE,10,10,10,12800,1600
1234,123056,6197,C,10,10,10,8124,0
1234,123056,6197,L_LOCAL,10,10,10,8124,1468
1234,123056,6197,L_GLOBAL,10,10,10,8124,198
1234,123056,6197,L_NONE,10,10,10,8124,1600
1234,123056,6197,A_LOCAL,10,10,10,8124,1468
1234,123056,6197,A_GLOBAL,10,10,10,8124,198
1234,123056,6197,A_NONE,10,10,10,8124,1600
1234,123059,6198,C,10,10,10,10071,0
1234,123059,6198,L_LOCAL,10,10,10,10071,1227
1234,123059,6198,L_GLOBAL,10,10,10,10071,258
1234,123059,6198,L_NONE,10,10,10,10071,1600
1234,123059,6198,A_LOCAL,10,10,10,10071,1227
1234,123059,6198,A_GLOBAL,10,10,10,10071,258
1234,123059,6198,A_NONE,10,10,10,10071,1600
1234,123064,6199,C,10,10,10,10952,0
1234,123064,6199,L_LOCAL,10,10,10,10952,1093
1234,123064,6199,L_GLOBAL,10,10,10,10952,236
1234,123064,6199,L_NONE,10,10,10,10952,1562
1234,123064,6199,A_LOCAL,10,10,10,10952,1093
1234,123064,6199,A_GLOBAL,10,10,10,10952,236
1234,123064,6199,A_NONE,10,10,10,10952,1600
1234,123067,6200,C,10,10,10,9206,0
1234,123067,6200,L_LOCAL,10,10,10,9206,1205
1234,123067,6200,L_GLOBAL,10,10,10,9206,231
1234,123067,6200,L_NONE,10,10,10,9206,1600
1234,123067,6200,A_LOCAL,10,10,10,9206,1205
1234,123067,6200,A_GLOBAL,10,10,10,9206,231
1234,123067,6200,A_NONE,10,10,10,9206,1600
1234,123070,6201,C,10,10,10,7708,0
1234,123070,6201,L_LOCAL,10,10,10,7708,1485
1234,123070,6201,L_GLOBAL,10,10,10,7708,384
1234,123070,6201,L_NONE,10,10,10,7708,1600
1234,123070,6201,A_LOCAL,10,10,10,7708,1485
1234,123070,6201,A_GLOBAL,10,10,10,7708,384
1234,123070,6201,A_NONE,10,10,10,7708,1600
1234,123075,6202,C,10,10,10,8029,0
1234,123075,6202,L_LOCAL,10,10,10,8029,1425
1234,123075,6202,L_GLOBAL,10,10,10,8029,199
1234,123075,6202,L_NONE,10,10,10,8029,1600
1234,123075,6202,A_LOCAL,10,10,10,8029,1425
1234,123075,6202,A_GLOBAL,10,10,10,8029,199
1234,123075,6202,A_NONE,10,10,10,8029,1600
1234,123078,6203,C,10,10,10,11739,0
1234,123078,6203,L_LOCAL,10,10,10,11739,1462
1234,123078,6203,L_GLOBAL,10,10,10,11739,185
1234,123078,6203,L_NONE,10,10,10,11739,1600
1234,123078,6203,A_LOCAL,10,10,10,11739,1462
1234,123078,6203,A_GLOBAL,10,10,10,11739,185
1234,123078,6203,A_NONE,10,10,10,11739,1600
1234,123082,6204,C,10,10,10,12800,0
1234,123082,6204,L_LOCAL,10,10,10,12800,1527
1234,123082,6204,L_GLOBAL,10,10,10,12800,200
1234,123082,6204,L_NONE,10,10,10,12800,1600
1234,123082,6204,A_LOCAL,10,10,10,12800,1527
1234,123082,6204,A_GLOBAL,10,10,10,12800,200
1234,123082,6204,A_NONE,10,10,10,12800,1600
1234,123090,6205,C,10,10,10,10744,0
1234,123090,6205,L_LOCAL,10,10,10,10744,1431
1234,123090,6205,L_GLOBAL,10,10,10,10744,245
1234,123090,6205,L_NONE,10,10,10,10744,1600
1234,123090,6205,A_LOCAL,10,10,10,10744,1431
1234,123090,6205,A_GLOBAL,10,10,10,10744,245
1234,123090,6205,A_NONE,10,10,10,10744,1600
1234,123092,6206,C,10,10,10,11792,0
1234,123092,6206,L_LOCAL,10,10,10,11792,1442
1234,123092,6206,L_GLOBAL,10,10,10,11792,294
1234,123092,6206,L_NONE,10,10,10,11792,1600
1234,123092,6206,A_LOCAL,10,10,10,11792,1442
1234,123092,6206,A_GLOBAL,10,10,10,11792,294
1234,123092,6206,A_NONE,10,10,10,11792,1600
1234,123095,6207,C,10,10,10,10988,0
1234,123095,6207,L_LOCAL,10,10,10,10988,1488
1234,123095,6207,L_GLOBAL,10,10,10,10988,256
1234,123095,6207,L_NONE,10,10,10,10988,1600
1234,123095,6207,A_LOCAL,10,10,10,10988,1488
1234,123095,6207,A_GLOBAL,10,10,10,10988,256
1234,123095,6207,A_NONE,10,10,10,10988,1600
1234,123096,6208,C,10,10,10,12800,0
1234,123096,6208,L_LOCAL,10,10,10,12800,1477
1234,123096,6208,L_GLOBAL,10,10,10,12800,312
1234,123096,6208,L_NONE,10,10,10,12800,1600
1234,123096,6208,A_LOCAL,10,10,10,12800,1477
1234,123096,6208,A_GLOBAL,10,10,10,12800,312
1234,123096,6208,A_NONE,10,10,10,12800,1600
1234,123097,6209,C,10,10,10,12800,0
1234,123097,6209,L_LOCAL,10,10,10,12800,1280
1234,123097,6209,L_GLOBAL,10,10,10,12800,310
1234,123097,6209,L_NONE,10,10,10,12800,1600
1234,123097,6209,A_LOCAL,10,10,10,12800,1280
1234,123097,6209,A_GLOBAL,10,10,10,12800,310
1234,123097,6209,A_NONE,10,10,10,12800,1600
1234,123098,6210,C,9,9,10,12800,0
1234,123098,6210,L_LOCAL,9,9,10,12800,1512
1234,123098,6210,L_GLOBAL,9,9,10,12800,215
1234,123098,6210,L_NONE,9,9,10,12800,1600
1234,123098,6210,A_LOCAL,9,9,10,12800,1512
1234,123098,6210,A_GLOBAL,9,9,10,12800,215
1234,123098,6210,A_NONE,9,9,10,12800,1600
1234,123103,6211,C,9,9,9,9017,0
1234,123103,6211,L_LOCAL,9,9,9,9017,1198
1234,123103,6211,L_GLOBAL,9,9,9,9017,242
1234,123103,6211,L_NONE,9,9,9,9017,1600
1234,123103,6211,A_LOCAL,9,9,9,9017,1198
1234,123103,6211,A_GLOBAL,9,9,9,9017,242
1234,123103,6211,A_NONE,9,9,9,9017,1600
1234,123107,6212,C,9,9,10,12800,0
1234,123107,6212,L_LOCAL,9,9,10,12800,1567
1234,123107,6212,L_GLOBAL,9,9,10,12800,257
1234,123107,6212,L_NONE,9,9,10,12800,1600
1234,123107,6212,A_LOCAL,9,9,10,12800,1567
1234,123107,6212,A_GLOBAL,9,9,10,12800,257
1234,123107,6212,A_NONE,9,9,10,12800,1600
1234,123108,6213,C,10,10,10,7573,0
1234,123108,6213,L_LOCAL,10,10,10,7573,1326
1234,123108,6213,L_GLOBAL,10,10,10,7573,276
1234,123108,6213,L_NONE,10,10,10,7573,1600
1234,123108,6213,A_LOCAL,10,10,10,7573,1326
1234,123108,6213,A_GLOBAL,10,10,10,7573,276
1234,123108,6213,A_NONE,10,10,10,7573,1600
1234,123112,6214,C,10,10,10,10697,0
1234,123112,6214,L_LOCAL,10,10,10,10697,1205
1234,123112,6214,L_GLOBAL,10,10,10,10697,193
1234,123112,6214,L_NONE,10,10,10,10697,1600
1234,123112,6214,A_LOCAL,10,10,10,10697,1205
1234,123112,6214,A_GLOBAL,10,10,10,10697,193
1234,123112,6214,A_NONE,10,10,10,10697,1600
1234,123118,6215,C,7,7,9,12800,0
1234,123118,6215,L_LOCAL,7,7,9,12800,1417
1234,123118,6215,L_GLOBAL,7,7,9,12800,316
1234,123118,6215,L_NONE,7,7,9,12800,1600
1234,123118,6215,A_LOCAL,7,7,9,12800,1417
1234,123118,6215,A_GLOBAL,7,7,9,12800,316
1234,123118,6215,A_NONE,7,7,9,12800,1600
1234,123132,6216,C,10,10,10,9832,0
1234,123132,6216,L_LOCAL,10,10,10,9832,1484
1234,123132,6216,L_GLOBAL,10,10,10,9832,243
1234,123132,6216,L_NONE,10,10,10,9832,1600
1234,123132,6216,A_LOCAL,10,10,10,9832,1484
1234,123132,6216,A_GLOBAL,10,10,10,9832,243
1234,123132,6216,A_NONE,10,10,10,9832,1600
1234,123135,6217,C,10,10,10,8955,0
1234,123135,6217,L_LOCAL,10,10,10,8955,1561
1234,123135,6217,L_GLOBAL,10,10,10,8955,205
1234,123135,6217,L_NONE,10,10,10,8955,1600
1234,123135,6217,A_LOCAL,10,10,10,8955,1561
1234,123135,6217,A_GLOBAL,10,10,10,8955,205
1234,123135,6217,A_NONE,10,10,10,8955,1600
1234,123141,6218,C,10,10,10,12800,0
1234,123141,6218,L_LOCAL,10,10,10,12800,1442
1234,123141,6218,L_GLOBAL,10,10,10,12800,310
1234,123141,6218,L_NONE,10,10,10,12800,1600
1234,123141,6218,A_LOCAL,10,10,10,12800,1442
1234,123141,6218,A_GLOBAL,10,10,10,12800,310
1234,123141,6218,A_NONE,10,10,10,12800,1600
1234,123143,6219,C,10,10,10,12800,0
1234,123143,6219,L_LOCAL,10,10,10,12800,1472
1234,123143,6219,L_GLOBAL,10,10,10,12800,272
1234,123143,6219,L_NONE,10,10,10,12800,1600
1234,123143,6219,A_LOCAL,10,10,10,12800,1472
1234,123143,6219,A_GLOBAL,10,10,10,12800,272
1234,123143,6219,A_NONE,10,10,10,12800,1600
1234,123145,6220,C,10,10,10,12800,0
1234,123145,6220,L_LOCAL,10,10,10,12800,1180
1234,123145,6220,L_GLOBAL,10,10,10,12800,274
1234,123145,6220,L_NONE,10,10,10,12800,1600
1234,123145,6220,A_LOCAL,10,10,10,12800,1180
1234,123145,6220,A_GLOBAL,10,10,10,12800,274
1234,123145,6220,A_NONE,10,10,10,12800,1600
1234,123146,6221,C,10,10,10,12800,0
1234,123146,6221,L_LOCAL,10,10,10,12800,1361
1234,123146,6221,L_GLOBAL,10,10,10,12800,230
1234,123146,6221,L_NONE,10,10,10,12800,1600
1234,123146,6221,A_LOCAL,10,10,10,12800,1361
1234,123146,6221,A_GLOBAL,10,10,10,12800,230
1234,123146,6221,A_NONE,10,10,10,12800,1600
1234,123147,6222,C,10,10,10,8375,0
1234,123147,6222,L_LOCAL,10,10,10,8375,1471
1234,123147,6222,L_GLOBAL,10,10,10,8375,280
1234,123147,6222,L_NONE,10,10,10,8375,1600
1234,123147,6222,A_LOCAL,10,10,10,8375,1471
1234,123147,6222,A_GLOBAL,10,10,10,8375,280
